Name	Length	EffectiveLength	SRR848942	SRR848988	SRR848944	SRR848985	SRR848977	SRR848953	SRR848978	SRR848961	SRR848958	SRR848979	SRR848966	SRR848989	SRR848965	SRR848956	SRR848980	SRR848957	SRR848984	SRR848986	SRR848941	SRR848982	SRR848991	SRR848954	SRR848993	SRR848945	SRR848960	SRR848969	SRR848964	SRR848943	SRR848946	SRR848951	SRR848938	SRR848987	SRR848990	SRR848959	SRR848955	SRR848970	SRR848975	SRR848937	SRR848939	SRR848983	SRR848967	SRR848992	SRR848940	SRR848968	SRR848971	SRR848963	SRR848994	SRR848949	SRR848981	SRR848976	SRR848952	SRR848973	SRR848950	SRR848936	SRR848962	SRR848947	SRR848948	SRR848972	SRR848974
MGYG-HGUT-01832;GUT_GENOME111598_33;GUT_GENOME111598_00557;dsrA	1316	1075.612	0.0	0.0	8897.384654	0.0	0.0	75786.348354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10429.576943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01911;GUT_GENOME114810_6;GUT_GENOME114810_00324;dsrA	1310	1069.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9168.838903	18290.251821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49271.010792	0.0	26193.510966	0.0	0.0	0.0	0.0	9314.520244	0.0	15707.11291	0.0	21570.254863	0.0	0.0	0.0	0.0	0.0	3251.062562	0.0	0.0	0.0	0.0	33807.416842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14053.948955	0.0	0.0	0.0	0.0	13557.750311	0.0	0.0
MGYG-HGUT-02134;GUT_GENOME130348_16;GUT_GENOME130348_01138;dsrA	1313	1072.612	0.0	6359.708194	12745.852895	49712.808954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26120.518243	0.0	0.0	59061.702974	0.0	0.0	0.0	5940.039015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11237.686281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02352;GUT_GENOME141441_1;GUT_GENOME141441_01869;dsrA	1190	949.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02409;GUT_GENOME142593_1;GUT_GENOME142593_01701;dsrA	1190	949.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02442;GUT_GENOME143140_8;GUT_GENOME143140_02146;dsrA	1190	949.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02487;GUT_GENOME143632_6;GUT_GENOME143632_02135;dsrA	1190	949.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11857.086203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02846;GUT_GENOME174809_1;GUT_GENOME174809_00054;dsrA	1313	1072.612	0.0	0.0	25849.250154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27531.043715	0.0	0.0	23057.028174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9268.525762	21288.258594	49075.864888	0.0	16160.121715	0.0	21361.562853	0.0	0.0	0.0	3239.038979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56541.948583	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02955;GUT_GENOME186342_21;GUT_GENOME186342_00824;dsrA	1310	1069.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-02996;GUT_GENOME193080_3;GUT_GENOME193080_00359;dsrA	1310	1069.612	0.0	0.0	17282.982163	0.0	0.0	0.0	0.0	0.0	0.0	14347.914196	6096.750607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28212.307215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14149.707474	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-03185;GUT_GENOME212224_2;GUT_GENOME212224_00464;dsrA	1208	967.612	0.0	7042.692568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-03588;GUT_GENOME237519_123;GUT_GENOME237519_00576;dsrA	1313	1072.612	0.0	88247.72352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14306.021623	6511.755183	0.0	0.0	19051.561804	0.0	0.0	0.0	0.0	0.0	0.0	49135.553012	0.0	26120.518243	0.0	0.0	59427.109809	0.0	0.0	6902.56075	0.0	0.0	5311.822599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11718.609909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56377.918296	0.0	0.0	0.0	0.0	26995.279169	0.0	0.0
MGYG-HGUT-04093;GUT_GENOME256138_25;GUT_GENOME256138_00977;dsrA	1208	967.612	0.0	3521.346284	0.0	0.0	3997.589183	0.0	0.0	0.0	0.0	109139.347122	13530.74625	0.0	0.0	40299.079002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12661.121094	0.0	15690.68924	8729.124898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35156.521772	0.0	0.0	0.0	0.0	15752.731383	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-04433;GUT_GENOME274466_10;GUT_GENOME274466_00207;dsrA	1316	1075.612	0.0	0.0	0.0	0.0	380961.153634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23906.091118	0.0	0.0	300480.026087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7052.411653	0.0	107872.759641	0.0	56420.115785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233534.659429	0.0	0.0	0.0	0.0	0.0	0.0	11349.946832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86802.947113	0.0
MGYG-HGUT-00241;GUT_GENOME001443_3;GUT_GENOME001443_00651;dsrB	1145	904.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7064.189249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-00285;GUT_GENOME002167_78;GUT_GENOME002167_00977;dsrB	1073	832.612	0.0	0.0	0.0	0.0	83707.406672	0.0	0.0	0.0	0.0	117409.257023	55564.308616	0.0	0.0	15954.371008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78127.777145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-00551;GUT_GENOME016337_21;GUT_GENOME016337_01115;dsrB	1454	1213.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-00566;GUT_GENOME017531_231;GUT_GENOME017531_01029;dsrB	1454	1213.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-00577;GUT_GENOME017791_1;GUT_GENOME017791_00275;dsrB	1058	817.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-00603;GUT_GENOME018543_1;GUT_GENOME018543_00191;dsrB	1058	817.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01023;GUT_GENOME066597_18;GUT_GENOME066597_00543;dsrB	1088	847.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01067;GUT_GENOME076311_133;GUT_GENOME076311_00738;dsrB	1088	847.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01102;GUT_GENOME081295_63;GUT_GENOME081295_00908;dsrB	1073	832.612	0.0	8237.671039	11221.191602	0.0	4650.411482	0.0	0.0	0.0	0.0	29137.567014	7676.111927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9137.46455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16837.030307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109742.204028	0.0	0.0	0.0	0.0
MGYG-HGUT-01171;GUT_GENOME089515_5;GUT_GENOME089515_00085;dsrB	1088	847.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01207;GUT_GENOME092436_75;GUT_GENOME092436_00693;dsrB	1055	814.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31249.295745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG-HGUT-01277;GUT_GENOME095520_26;GUT_GENOME095520_01591;dsrB	1454	1213.612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23868.304762	0.0	0.0
