genome_ID	sequence_ID	gene_name	hmm_name	hmm_len	ali_len	hmm_start	hmm_end	ali_start	ali_end	evalue	score	bias	pct_hmm_aligned
MGYG-HGUT-00703	GUT_GENOME024543_01788	mgl	met_gam_lyase	391	397	4	391	8	397	2.3e-185	605.8	2.1	0.989
MGYG-HGUT-00712	GUT_GENOME024905_01198	mgl	met_gam_lyase	391	397	3	389	8	394	9.400000000000001e-186	607.0	0.3	0.987
MGYG-HGUT-00712	GUT_GENOME024905_01132	mgl	met_gam_lyase	391	397	3	390	8	395	3.2000000000000004e-186	608.5	0.5	0.989
MGYG-HGUT-00718	GUT_GENOME025577_00873	mgl	met_gam_lyase	391	399	2	389	7	397	2.9e-172	562.6	0.1	0.989
MGYG-HGUT-00729	GUT_GENOME026008_00326	mgl	met_gam_lyase	391	400	3	390	10	399	4.1e-180	588.5	0.1	0.989
MGYG-HGUT-00763	GUT_GENOME027331_00205	mgl	met_gam_lyase	391	400	2	391	10	399	1.3000000000000002e-180	590.1	0.2	0.994
MGYG-HGUT-00790	GUT_GENOME030277_01511	mgl	met_gam_lyase	391	395	4	390	8	394	4.5e-189	618.0	0.7	0.987
MGYG-HGUT-00800	GUT_GENOME032405_00943	mgl	met_gam_lyase	391	396	3	389	8	394	2.3e-189	618.9	0.6	0.987
MGYG-HGUT-00808	GUT_GENOME033131_00244	mgl	met_gam_lyase	391	398	2	390	6	396	2.6e-170	556.2	0.1	0.992
MGYG-HGUT-00808	GUT_GENOME033131_00158	mgl	met_gam_lyase	391	398	3	391	8	397	2.7e-178	582.4	1.6	0.992
MGYG-HGUT-00837	GUT_GENOME036500_00736	mgl	met_gam_lyase	391	397	2	391	6	396	5.499999999999999e-181	591.3	1.4	0.994
MGYG-HGUT-00873	GUT_GENOME041780_01629	mgl	met_gam_lyase	391	400	1	391	9	399	7.6e-181	590.9	0.1	0.997
MGYG-HGUT-00877	GUT_GENOME042389_01609	mgl	met_gam_lyase	391	397	3	391	7	397	4.6e-187	611.3	0.8	0.992
MGYG-HGUT-00914	GUT_GENOME045693_00664	mgl	met_gam_lyase	391	396	3	390	7	394	5.4e-192	627.6	0.5	0.989
MGYG-HGUT-00965	GUT_GENOME056772_00311	mgl	met_gam_lyase	391	398	3	389	6	395	3.7e-170	555.7	0.3	0.987
MGYG-HGUT-01007	GUT_GENOME065434_02719	mgl	met_gam_lyase	391	395	2	391	5	394	7.0999999999999995e-189	617.3	0.2	0.994
MGYG-HGUT-01012	GUT_GENOME065655_00882	mgl	met_gam_lyase	391	400	1	391	9	399	7.499999999999999e-181	590.9	0.1	0.997
MGYG-HGUT-01059	GUT_GENOME074555_00346	mgl	met_gam_lyase	391	400	3	391	12	400	1.8000000000000002e-180	589.7	0.0	0.992
MGYG-HGUT-01148	GUT_GENOME086481_02906	mgl	met_gam_lyase	391	395	3	390	7	394	3.3e-187	611.8	0.4	0.989
MGYG-HGUT-01148	GUT_GENOME086481_01920	mgl	met_gam_lyase	391	397	4	390	9	395	7.9e-185	604.0	0.7	0.987
MGYG-HGUT-01149	GUT_GENOME086504_01113	mgl	met_gam_lyase	391	396	3	389	8	394	1.2e-188	616.6	1.2	0.987
MGYG-HGUT-01149	GUT_GENOME086504_00068	mgl	met_gam_lyase	391	396	3	390	8	395	4.2e-185	604.9	0.8	0.989
MGYG-HGUT-01172	GUT_GENOME089625_00632	mgl	met_gam_lyase	391	395	4	390	8	394	3.1e-190	621.8	0.6	0.987
MGYG-HGUT-01174	GUT_GENOME089884_01298	mgl	met_gam_lyase	391	397	2	390	7	396	4.1e-179	585.2	0.0	0.992
MGYG-HGUT-01209	GUT_GENOME092727_01326	mgl	met_gam_lyase	391	400	1	391	9	399	5.9e-181	591.2	0.1	0.997
MGYG-HGUT-01264	GUT_GENOME095250_02854	mgl	met_gam_lyase	391	430	2	389	11	399	5.9e-172	561.6	0.7	0.989
MGYG-HGUT-01279	GUT_GENOME095592_01754	mgl	met_gam_lyase	391	398	2	389	8	395	1.9e-176	576.4	0.0	0.989
MGYG-HGUT-01307	GUT_GENOME095980_03615	mgl	met_gam_lyase	391	397	2	389	7	394	7.6e-175	571.1	0.0	0.989
MGYG-HGUT-01309	GUT_GENOME095982_01321	mgl	met_gam_lyase	391	400	2	389	7	396	8.1e-185	603.9	0.1	0.989
MGYG-HGUT-01317	GUT_GENOME095995_00811	mgl	met_gam_lyase	391	398	3	388	8	393	8.7e-174	567.6	0.0	0.984
MGYG-HGUT-01324	GUT_GENOME096028_01001	mgl	met_gam_lyase	391	395	4	390	8	394	3.7e-188	614.9	0.8	0.987
MGYG-HGUT-01325	GUT_GENOME096029_00414	mgl	met_gam_lyase	391	395	4	390	8	394	4.9e-188	614.5	0.4	0.987
MGYG-HGUT-01326	GUT_GENOME096031_00278	mgl	met_gam_lyase	391	395	4	390	8	394	1.7999999999999998e-190	622.5	0.5	0.987
MGYG-HGUT-01327	GUT_GENOME096033_01446	mgl	met_gam_lyase	391	395	3	390	7	394	1.8e-185	606.1	0.2	0.989
MGYG-HGUT-01327	GUT_GENOME096033_03295	mgl	met_gam_lyase	391	397	3	390	8	395	1.1e-183	600.2	0.5	0.989
MGYG-HGUT-01347	GUT_GENOME096084_00570	mgl	met_gam_lyase	391	395	4	390	8	394	4.9e-188	614.5	0.8	0.987
MGYG-HGUT-01350	GUT_GENOME096098_00345	mgl	met_gam_lyase	391	395	4	390	8	394	1.2e-187	613.2	0.6	0.987
MGYG-HGUT-01355	GUT_GENOME096134_00836	mgl	met_gam_lyase	391	396	2	389	7	394	1.1e-179	587.0	0.8	0.989
MGYG-HGUT-01393	GUT_GENOME096244_03999	mgl	met_gam_lyase	391	397	2	390	6	394	3e-177	579.0	0.4	0.992
MGYG-HGUT-01394	GUT_GENOME096246_01095	mgl	met_gam_lyase	391	398	3	389	8	394	2.5e-172	562.8	0.0	0.987
MGYG-HGUT-01405	GUT_GENOME096270_03816	mgl	met_gam_lyase	391	393	2	390	6	392	5.4e-190	621.0	0.0	0.992
MGYG-HGUT-01407	GUT_GENOME096272_01816	mgl	met_gam_lyase	391	399	2	390	9	397	6.8000000000000005e-180	587.7	0.2	0.992
MGYG-HGUT-01424	GUT_GENOME096296_01760	mgl	met_gam_lyase	391	396	2	389	7	394	1e-179	587.1	0.7	0.989
MGYG-HGUT-01425	GUT_GENOME096297_00798	mgl	met_gam_lyase	391	400	1	390	9	399	2.7000000000000002e-185	605.5	1.0	0.994
MGYG-HGUT-01428	GUT_GENOME096300_01237	mgl	met_gam_lyase	391	404	3	391	13	400	1.3000000000000001e-185	606.5	0.0	0.992
MGYG-HGUT-01438	GUT_GENOME096374_00100	mgl	met_gam_lyase	391	405	2	389	6	393	3.9000000000000003e-174	568.8	0.2	0.989
MGYG-HGUT-01458	GUT_GENOME096407_00856	mgl	met_gam_lyase	391	397	2	389	7	395	3.8999999999999995e-189	618.2	0.7	0.989
MGYG-HGUT-01459	GUT_GENOME096412_01711	mgl	met_gam_lyase	391	395	4	390	8	394	4.2e-188	614.7	0.5	0.987
MGYG-HGUT-01460	GUT_GENOME096414_03246	mgl	met_gam_lyase	391	397	2	391	7	397	2.1e-186	609.2	0.4	0.994
MGYG-HGUT-01464	GUT_GENOME096420_00224	mgl	met_gam_lyase	391	395	4	390	8	394	9.7e-190	620.1	0.6	0.987
MGYG-HGUT-01465	GUT_GENOME096424_03864	mgl	met_gam_lyase	391	396	2	389	7	394	1.4999999999999999e-173	566.8	0.2	0.989
MGYG-HGUT-01466	GUT_GENOME096425_02402	mgl	met_gam_lyase	391	396	2	389	7	394	8.8e-173	564.3	0.1	0.989
MGYG-HGUT-01470	GUT_GENOME096435_00481	mgl	met_gam_lyase	391	394	2	391	6	394	1.9e-179	586.2	0.0	0.994
MGYG-HGUT-01472	GUT_GENOME096439_00631	mgl	met_gam_lyase	391	395	3	389	7	392	3.7e-186	608.3	0.2	0.987
MGYG-HGUT-01475	GUT_GENOME096443_01339	mgl	met_gam_lyase	391	394	2	390	6	393	1.9999999999999999e-184	602.7	0.0	0.992
MGYG-HGUT-01477	GUT_GENOME096449_01227	mgl	met_gam_lyase	391	397	3	390	8	395	5.7000000000000005e-182	594.6	0.3	0.989
MGYG-HGUT-01481	GUT_GENOME096462_03053	mgl	met_gam_lyase	391	394	3	390	7	393	2.7000000000000002e-185	605.5	0.0	0.989
MGYG-HGUT-01482	GUT_GENOME096465_02172	mgl	met_gam_lyase	391	395	5	390	2	387	1.1999999999999999e-173	567.2	1.4	0.984
MGYG-HGUT-01495	GUT_GENOME096490_00798	mgl	met_gam_lyase	391	396	2	389	7	394	3.4e-179	585.4	1.1	0.989
MGYG-HGUT-01495	GUT_GENOME096490_00262	mgl	met_gam_lyase	391	371	25	389	4	369	1e-173	567.4	0.8	0.93
MGYG-HGUT-01498	GUT_GENOME096494_00856	mgl	met_gam_lyase	391	395	2	391	6	394	4.8e-184	601.4	0.0	0.994
MGYG-HGUT-01501	GUT_GENOME096497_01524	mgl	met_gam_lyase	391	393	3	388	6	391	3e-180	588.9	0.1	0.984
MGYG-HGUT-01504	GUT_GENOME096500_00282	mgl	met_gam_lyase	391	394	2	390	4	392	1.2e-186	610.0	0.0	0.992
MGYG-HGUT-01505	GUT_GENOME096501_00187	mgl	met_gam_lyase	391	395	4	391	8	395	5.2e-181	591.4	0.9	0.989
MGYG-HGUT-01508	GUT_GENOME096506_01687	mgl	met_gam_lyase	391	402	2	391	5	393	4.7e-185	604.7	0.0	0.994
MGYG-HGUT-01555	GUT_GENOME096566_00123	mgl	met_gam_lyase	391	396	3	390	7	394	9.2e-185	603.8	1.3	0.989
MGYG-HGUT-01559	GUT_GENOME096570_01023	mgl	met_gam_lyase	391	398	2	390	9	397	5.7e-183	597.8	3.6	0.992
MGYG-HGUT-01561	GUT_GENOME096572_00894	mgl	met_gam_lyase	391	399	2	389	9	396	3.7999999999999997e-187	611.6	0.5	0.989
MGYG-HGUT-01595	GUT_GENOME097783_01340	mgl	met_gam_lyase	391	396	3	389	8	394	7.4e-186	607.4	0.2	0.987
MGYG-HGUT-01601	GUT_GENOME097942_01074	mgl	met_gam_lyase	391	400	3	391	10	399	2.6e-182	595.7	0.1	0.992
MGYG-HGUT-01611	GUT_GENOME098242_01537	mgl	met_gam_lyase	391	399	3	391	7	397	4.9e-182	594.8	0.1	0.992
MGYG-HGUT-01623	GUT_GENOME098777_00410	mgl	met_gam_lyase	391	399	2	391	9	398	9.9e-192	626.7	1.0	0.994
MGYG-HGUT-01624	GUT_GENOME098791_03214	mgl	met_gam_lyase	391	393	2	388	6	392	8.499999999999998e-171	557.8	0.0	0.987
MGYG-HGUT-01650	GUT_GENOME100651_01090	mgl	met_gam_lyase	391	400	2	390	9	399	9e-179	584.0	0.3	0.992
MGYG-HGUT-01695	GUT_GENOME103724_02478	mgl	met_gam_lyase	391	399	2	389	9	396	1.9000000000000003e-186	609.3	0.2	0.989
MGYG-HGUT-01699	GUT_GENOME103750_00701	mgl	met_gam_lyase	391	399	2	390	9	397	1.6e-182	596.4	0.4	0.992
MGYG-HGUT-01702	GUT_GENOME103754_03616	mgl	met_gam_lyase	391	393	2	390	6	392	4.2e-179	585.1	0.1	0.992
MGYG-HGUT-01705	GUT_GENOME103766_00193	mgl	met_gam_lyase	391	398	3	388	8	393	1.3e-174	570.3	0.0	0.984
MGYG-HGUT-01708	GUT_GENOME103856_01554	mgl	met_gam_lyase	391	395	2	389	7	394	2.1e-170	556.5	0.0	0.989
MGYG-HGUT-01712	GUT_GENOME103868_04667	mgl	met_gam_lyase	391	391	2	390	4	385	1.0999999999999999e-169	554.2	0.0	0.992
MGYG-HGUT-01742	GUT_GENOME105698_01820	mgl	met_gam_lyase	391	397	3	391	7	396	8.600000000000001e-180	587.4	1.7	0.992
MGYG-HGUT-01762	GUT_GENOME107512_01441	mgl	met_gam_lyase	391	399	2	390	9	397	8.5e-187	610.5	1.0	0.992
MGYG-HGUT-01824	GUT_GENOME111335_00120	mgl	met_gam_lyase	391	397	3	391	7	397	2.1e-186	609.2	0.9	0.992
MGYG-HGUT-01824	GUT_GENOME111335_00015	mgl	met_gam_lyase	391	397	4	391	8	397	1.3000000000000002e-186	609.8	1.0	0.989
MGYG-HGUT-01983	GUT_GENOME119191_02216	mgl	met_gam_lyase	391	398	3	391	8	397	5.4e-178	581.5	0.4	0.992
MGYG-HGUT-02057	GUT_GENOME124777_00001	mgl	met_gam_lyase	391	397	2	391	6	396	5.8e-181	591.3	1.4	0.994
MGYG-HGUT-02095	GUT_GENOME127509_01159	mgl	met_gam_lyase	391	397	3	391	7	397	6.400000000000001e-186	607.6	1.6	0.992
MGYG-HGUT-02144	GUT_GENOME130814_00423	mgl	met_gam_lyase	391	397	3	391	7	397	1.8e-187	612.7	1.0	0.992
MGYG-HGUT-02156	GUT_GENOME132069_00220	mgl	met_gam_lyase	391	397	3	391	7	397	1.1e-185	606.9	0.8	0.992
MGYG-HGUT-02205	GUT_GENOME137702_01630	mgl	met_gam_lyase	391	400	1	391	9	399	8.699999999999999e-181	590.7	0.1	0.997
MGYG-HGUT-02283	GUT_GENOME140246_04651	mgl	met_gam_lyase	391	392	2	390	4	385	6.5e-170	554.9	0.0	0.992
MGYG-HGUT-02315	GUT_GENOME140602_01709	mgl	met_gam_lyase	391	396	2	389	7	394	5.2e-179	584.8	0.5	0.989
MGYG-HGUT-02316	GUT_GENOME140603_02019	mgl	met_gam_lyase	391	396	2	389	7	394	2.1e-179	586.1	0.8	0.989
MGYG-HGUT-02317	GUT_GENOME140604_01991	mgl	met_gam_lyase	391	400	1	390	9	399	1.8e-185	606.1	0.7	0.994
MGYG-HGUT-02318	GUT_GENOME140605_01529	mgl	met_gam_lyase	391	395	4	391	8	395	7.6e-181	590.9	0.8	0.989
MGYG-HGUT-02327	GUT_GENOME141047_00570	mgl	met_gam_lyase	391	397	3	391	8	397	1.4000000000000002e-180	589.9	0.9	0.992
MGYG-HGUT-02355	GUT_GENOME141698_00025	mgl	met_gam_lyase	391	400	2	389	7	396	3.3e-185	605.2	0.2	0.989
MGYG-HGUT-02356	GUT_GENOME141727_03090	mgl	met_gam_lyase	391	392	2	390	4	385	4.7e-172	561.9	0.0	0.992
MGYG-HGUT-02362	GUT_GENOME141775_00138	mgl	met_gam_lyase	391	395	4	390	8	394	8.000000000000001e-186	607.2	0.7	0.987
MGYG-HGUT-02375	GUT_GENOME142395_01462	mgl	met_gam_lyase	391	398	2	390	6	395	1.7e-190	622.7	0.2	0.992
MGYG-HGUT-02377	GUT_GENOME142399_03211	mgl	met_gam_lyase	391	399	2	391	9	398	1.6000000000000002e-186	609.6	0.0	0.994
MGYG-HGUT-02391	GUT_GENOME142490_00975	mgl	met_gam_lyase	391	395	3	391	7	394	4.0999999999999997e-187	611.5	0.0	0.992
MGYG-HGUT-02404	GUT_GENOME142588_01108	mgl	met_gam_lyase	391	394	3	390	7	393	1e-185	606.9	0.0	0.989
MGYG-HGUT-02408	GUT_GENOME142592_02988	mgl	met_gam_lyase	391	394	3	390	7	393	4.1e-179	585.2	0.0	0.989
MGYG-HGUT-02415	GUT_GENOME142612_00285	mgl	met_gam_lyase	391	393	2	388	6	392	6.1999999999999994e-173	564.8	0.0	0.987
MGYG-HGUT-02421	GUT_GENOME142688_01923	mgl	met_gam_lyase	391	399	2	391	9	398	9e-193	630.1	0.5	0.994
MGYG-HGUT-02421	GUT_GENOME142688_01492	mgl	met_gam_lyase	391	399	3	391	10	398	2.8e-185	605.4	0.0	0.992
MGYG-HGUT-02461	GUT_GENOME143379_01753	mgl	met_gam_lyase	391	408	3	389	8	394	3.2e-178	582.2	0.0	0.987
MGYG-HGUT-02485	GUT_GENOME143602_02447	mgl	met_gam_lyase	391	403	4	390	15	401	1.3e-187	613.1	1.2	0.987
MGYG-HGUT-02485	GUT_GENOME143602_00193	mgl	met_gam_lyase	391	393	3	390	4	391	7.9e-185	604.0	1.2	0.989
MGYG-HGUT-02485	GUT_GENOME143602_00538	mgl	met_gam_lyase	391	397	3	388	8	394	1.9000000000000002e-180	589.6	1.2	0.984
MGYG-HGUT-02486	GUT_GENOME143604_01205	mgl	met_gam_lyase	391	397	4	390	9	395	2.2e-184	602.5	0.9	0.987
MGYG-HGUT-02486	GUT_GENOME143604_00629	mgl	met_gam_lyase	391	395	3	390	7	394	1.3000000000000002e-186	609.9	0.7	0.989
MGYG-HGUT-02494	GUT_GENOME143723_02196	mgl	met_gam_lyase	391	398	3	388	8	393	1.6e-172	563.5	0.0	0.984
MGYG-HGUT-02495	GUT_GENOME143724_01274	mgl	met_gam_lyase	391	398	3	388	8	393	1.4e-174	570.3	0.0	0.984
MGYG-HGUT-02508	GUT_GENOME145582_01068	mgl	met_gam_lyase	391	397	2	390	6	394	3e-177	579.0	0.8	0.992
MGYG-HGUT-02512	GUT_GENOME145980_00120	mgl	met_gam_lyase	391	398	3	389	8	394	9.8e-176	574.0	0.4	0.987
MGYG-HGUT-02513	GUT_GENOME145981_01431	mgl	met_gam_lyase	391	398	3	389	8	394	1.3e-176	576.9	0.7	0.987
MGYG-HGUT-02514	GUT_GENOME145982_01563	mgl	met_gam_lyase	391	393	3	388	7	392	5.1e-171	558.5	0.0	0.984
MGYG-HGUT-02515	GUT_GENOME145983_03423	mgl	met_gam_lyase	391	398	3	389	8	394	1.1e-172	564.0	0.0	0.987
MGYG-HGUT-02516	GUT_GENOME145984_01864	mgl	met_gam_lyase	391	393	2	388	6	392	1.8999999999999998e-173	566.5	0.0	0.987
MGYG-HGUT-02535	GUT_GENOME147525_04485	mgl	met_gam_lyase	391	398	3	388	8	393	1.8999999999999998e-173	566.5	0.0	0.984
MGYG-HGUT-02574	GUT_GENOME151017_01835	mgl	met_gam_lyase	391	395	3	390	7	394	2.7999999999999997e-187	612.0	0.4	0.989
MGYG-HGUT-02574	GUT_GENOME151017_00710	mgl	met_gam_lyase	391	397	4	390	9	395	2.2e-185	605.8	0.5	0.987
MGYG-HGUT-02600	GUT_GENOME153272_00535	mgl	met_gam_lyase	391	399	3	391	8	397	1.2999999999999998e-177	580.2	0.3	0.992
MGYG-HGUT-02617	GUT_GENOME155275_01262	mgl	met_gam_lyase	391	397	2	391	6	396	6.5e-180	587.8	1.4	0.994
MGYG-HGUT-02626	GUT_GENOME155718_01996	mgl	met_gam_lyase	391	397	3	390	7	396	3.0999999999999997e-181	592.2	0.5	0.989
MGYG-HGUT-02667	GUT_GENOME157380_01667	mgl	met_gam_lyase	391	400	2	390	9	399	6.899999999999999e-177	577.8	0.1	0.992
MGYG-HGUT-02680	GUT_GENOME158068_01940	mgl	met_gam_lyase	391	398	3	391	8	397	4.6e-183	598.2	0.4	0.992
MGYG-HGUT-02682	GUT_GENOME158155_00673	mgl	met_gam_lyase	391	398	3	391	8	397	2.4000000000000002e-180	589.2	2.5	0.992
MGYG-HGUT-02682	GUT_GENOME158155_01845	mgl	met_gam_lyase	391	398	3	391	8	397	2.0999999999999998e-181	592.7	3.3	0.992
MGYG-HGUT-02691	GUT_GENOME158523_00930	mgl	met_gam_lyase	391	397	3	391	7	396	8.300000000000001e-180	587.5	1.2	0.992
MGYG-HGUT-02704	GUT_GENOME158752_01042	mgl	met_gam_lyase	391	398	3	391	8	397	4.6e-178	581.7	0.4	0.992
MGYG-HGUT-02720	GUT_GENOME159485_00693	mgl	met_gam_lyase	391	397	3	391	7	397	9.799999999999999e-187	610.2	0.7	0.992
MGYG-HGUT-02727	GUT_GENOME159708_00705	mgl	met_gam_lyase	391	398	3	391	8	397	2.7e-181	592.3	1.3	0.992
MGYG-HGUT-02784	GUT_GENOME167061_01328	mgl	met_gam_lyase	391	400	1	391	9	399	5.499999999999999e-181	591.3	0.1	0.997
MGYG-HGUT-02794	GUT_GENOME169940_00397	mgl	met_gam_lyase	391	397	3	391	7	397	3.4000000000000003e-186	608.5	0.8	0.992
MGYG-HGUT-02816	GUT_GENOME171356_02204	mgl	met_gam_lyase	391	398	3	388	8	393	1.5e-174	570.2	0.0	0.984
MGYG-HGUT-02861	GUT_GENOME175326_00060	mgl	met_gam_lyase	391	399	2	389	9	396	1.7000000000000002e-186	609.5	0.2	0.989
MGYG-HGUT-02887	GUT_GENOME176483_01085	mgl	met_gam_lyase	391	396	2	389	7	394	8.7e-179	584.1	0.4	0.989
MGYG-HGUT-02959	GUT_GENOME187394_01398	mgl	met_gam_lyase	391	400	1	390	9	399	1.8e-185	606.1	0.3	0.994
MGYG-HGUT-02964	GUT_GENOME188398_00028	mgl	met_gam_lyase	391	399	3	391	8	397	1.4e-178	583.4	0.2	0.992
MGYG-HGUT-02994	GUT_GENOME192857_00061	mgl	met_gam_lyase	391	399	2	389	9	396	1.5e-186	609.6	0.2	0.989
MGYG-HGUT-03100	GUT_GENOME206098_00868	mgl	met_gam_lyase	391	401	3	389	8	397	4.0999999999999996e-171	558.8	0.2	0.987
MGYG-HGUT-03116	GUT_GENOME207305_02140	mgl	met_gam_lyase	391	400	2	389	7	396	1.4e-189	619.6	0.1	0.989
MGYG-HGUT-03139	GUT_GENOME207893_00250	mgl	met_gam_lyase	391	398	3	389	7	394	2.4e-191	625.4	0.9	0.987
MGYG-HGUT-03142	GUT_GENOME207903_01704	mgl	met_gam_lyase	391	399	1	390	8	397	4.9000000000000004e-186	607.9	0.0	0.994
MGYG-HGUT-03143	GUT_GENOME207914_00389	mgl	met_gam_lyase	391	398	2	390	8	396	1.1e-184	603.4	1.0	0.992
MGYG-HGUT-03150	GUT_GENOME208170_00970	mgl	met_gam_lyase	391	400	1	390	9	399	1.2e-185	606.7	0.8	0.994
MGYG-HGUT-03208	GUT_GENOME213384_03994	mgl	met_gam_lyase	391	415	3	389	9	396	2.5e-179	585.9	0.1	0.987
MGYG-HGUT-03300	GUT_GENOME221971_01057	mgl	met_gam_lyase	391	393	2	391	3	392	9.3e-183	597.2	0.0	0.994
MGYG-HGUT-03331	GUT_GENOME226031_02180	mgl	met_gam_lyase	391	399	2	389	9	396	4.500000000000001e-186	608.1	0.3	0.989
MGYG-HGUT-03372	GUT_GENOME231453_03482	mgl	met_gam_lyase	391	398	3	388	8	393	7.6e-175	571.1	0.0	0.984
MGYG-HGUT-03376	GUT_GENOME231555_01067	mgl	met_gam_lyase	391	401	2	390	10	399	6.500000000000001e-185	604.3	1.1	0.992
MGYG-HGUT-03399	GUT_GENOME232192_04593	mgl	met_gam_lyase	391	398	3	390	9	396	2.3e-176	576.1	0.0	0.989
MGYG-HGUT-03416	GUT_GENOME232852_00846	mgl	met_gam_lyase	391	397	4	389	8	396	1.9999999999999998e-182	596.1	0.5	0.984
MGYG-HGUT-03668	GUT_GENOME239115_01032	mgl	met_gam_lyase	391	396	3	389	5	391	2.1999999999999998e-169	553.1	1.6	0.987
MGYG-HGUT-03668	GUT_GENOME239115_00928	mgl	met_gam_lyase	391	397	3	389	7	394	4.7e-177	578.4	3.6	0.987
MGYG-HGUT-03704	GUT_GENOME239875_00509	mgl	met_gam_lyase	391	397	2	390	8	395	1.1e-181	593.7	0.8	0.992
MGYG-HGUT-03705	GUT_GENOME240252_02192	mgl	met_gam_lyase	391	401	2	389	6	392	1.5e-175	573.4	0.1	0.989
MGYG-HGUT-03708	GUT_GENOME240840_00378	mgl	met_gam_lyase	391	399	2	391	9	398	3.2e-184	602.0	0.1	0.994
MGYG-HGUT-03712	GUT_GENOME242337_00005	mgl	met_gam_lyase	391	396	2	390	7	395	2.8e-176	575.8	0.0	0.992
MGYG-HGUT-03719	GUT_GENOME242942_00276	mgl	met_gam_lyase	391	400	2	390	10	398	6.6e-187	610.8	0.5	0.992
MGYG-HGUT-03722	GUT_GENOME242957_00332	mgl	met_gam_lyase	391	395	3	390	7	394	6.300000000000001e-185	604.3	0.1	0.989
MGYG-HGUT-03754	GUT_GENOME243458_00490	mgl	met_gam_lyase	391	399	2	390	10	398	3.8e-179	585.3	0.2	0.992
MGYG-HGUT-03757	GUT_GENOME243514_00746	mgl	met_gam_lyase	391	400	2	390	10	398	9.1e-187	610.4	0.5	0.992
MGYG-HGUT-03793	GUT_GENOME244165_00489	mgl	met_gam_lyase	391	399	3	390	9	396	4.4e-181	591.6	0.3	0.989
MGYG-HGUT-03795	GUT_GENOME244174_01275	mgl	met_gam_lyase	391	400	2	389	9	396	7.6e-184	600.7	3.9	0.989
MGYG-HGUT-03796	GUT_GENOME244177_00269	mgl	met_gam_lyase	391	401	3	390	11	399	3e-186	608.7	0.2	0.989
